sequence_id,view_id,amass_npz,subject_range,subject_lateral,radar_height,native_frames,mocap_rate_hz,duration_s,estimated_windows
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_20_stageii.npz,4.0,0.0,1.0,1029,120.0,8.566666666666666,16
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_21_stageii.npz,4.0,0.0,1.0,1245,120.0,10.366666666666667,19
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_2_stageii.npz,4.0,0.0,1.0,497,120.0,4.133333333333334,7
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_3_stageii.npz,4.0,0.0,1.0,473,120.0,3.933333333333333,6
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_4_stageii.npz,4.0,0.0,1.0,793,120.0,6.6,12
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_5_stageii.npz,4.0,0.0,1.0,809,120.0,6.733333333333333,12
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_6_stageii.npz,4.0,0.0,1.0,601,120.0,5.0,9
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_7_stageii.npz,4.0,0.0,1.0,469,120.0,3.9,6
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_8_stageii.npz,4.0,0.0,1.0,609,120.0,5.066666666666666,9
view0__BMLmovi__Subject_79_F_MoSh__Subject_79_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_79_F_MoSh/Subject_79_F_9_stageii.npz,4.0,0.0,1.0,493,120.0,4.1,7
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_10_stageii.npz,4.0,0.0,1.0,505,120.0,4.2,7
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_11_stageii.npz,4.0,0.0,1.0,289,120.0,2.4,3
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_12_stageii.npz,4.0,0.0,1.0,445,120.0,3.7,6
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_13_stageii.npz,4.0,0.0,1.0,893,120.0,7.433333333333334,13
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_14_stageii.npz,4.0,0.0,1.0,381,120.0,3.1666666666666665,5
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_15_stageii.npz,4.0,0.0,1.0,341,120.0,2.8333333333333335,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_16_stageii.npz,4.0,0.0,1.0,513,120.0,4.266666666666667,7
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_17_stageii.npz,4.0,0.0,1.0,349,120.0,2.9,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_18_stageii.npz,4.0,0.0,1.0,325,120.0,2.7,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_19_stageii.npz,4.0,0.0,1.0,365,120.0,3.033333333333333,5
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_1_stageii.npz,4.0,0.0,1.0,489,120.0,4.066666666666666,7
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_20_stageii.npz,4.0,0.0,1.0,453,120.0,3.7666666666666666,6
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_21_stageii.npz,4.0,0.0,1.0,485,120.0,4.033333333333333,7
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_2_stageii.npz,4.0,0.0,1.0,349,120.0,2.9,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_3_stageii.npz,4.0,0.0,1.0,621,120.0,5.166666666666667,9
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_4_stageii.npz,4.0,0.0,1.0,273,120.0,2.2666666666666666,3
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_5_stageii.npz,4.0,0.0,1.0,317,120.0,2.6333333333333333,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_6_stageii.npz,4.0,0.0,1.0,253,120.0,2.1,3
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_7_stageii.npz,4.0,0.0,1.0,361,120.0,3.0,5
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_8_stageii.npz,4.0,0.0,1.0,345,120.0,2.8666666666666667,4
view0__BMLmovi__Subject_7_F_MoSh__Subject_7_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_7_F_MoSh/Subject_7_F_9_stageii.npz,4.0,0.0,1.0,233,120.0,1.9333333333333333,2
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_10_stageii.npz,4.0,0.0,1.0,377,120.0,3.1333333333333333,5
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_11_stageii.npz,4.0,0.0,1.0,1089,120.0,9.066666666666666,17
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_12_stageii.npz,4.0,0.0,1.0,505,120.0,4.2,7
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_13_stageii.npz,4.0,0.0,1.0,573,120.0,4.766666666666667,8
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_14_stageii.npz,4.0,0.0,1.0,333,120.0,2.7666666666666666,4
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_15_stageii.npz,4.0,0.0,1.0,445,120.0,3.7,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_16_stageii.npz,4.0,0.0,1.0,457,120.0,3.8,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_17_stageii.npz,4.0,0.0,1.0,469,120.0,3.9,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_18_stageii.npz,4.0,0.0,1.0,961,120.0,8.0,15
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_19_stageii.npz,4.0,0.0,1.0,397,120.0,3.3,5
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_1_stageii.npz,4.0,0.0,1.0,1393,120.0,11.6,22
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_20_stageii.npz,4.0,0.0,1.0,1277,120.0,10.633333333333333,20
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_21_stageii.npz,4.0,0.0,1.0,857,120.0,7.133333333333334,13
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_2_stageii.npz,4.0,0.0,1.0,1949,120.0,16.233333333333334,31
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_3_stageii.npz,4.0,0.0,1.0,425,120.0,3.533333333333333,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_4_stageii.npz,4.0,0.0,1.0,917,120.0,7.633333333333334,14
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_5_stageii.npz,4.0,0.0,1.0,429,120.0,3.566666666666667,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_6_stageii.npz,4.0,0.0,1.0,445,120.0,3.7,6
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_7_stageii.npz,4.0,0.0,1.0,805,120.0,6.7,12
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_8_stageii.npz,4.0,0.0,1.0,653,120.0,5.433333333333334,9
view0__BMLmovi__Subject_80_F_MoSh__Subject_80_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_80_F_MoSh/Subject_80_F_9_stageii.npz,4.0,0.0,1.0,457,120.0,3.8,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_10_stageii.npz,4.0,0.0,1.0,781,120.0,6.5,12
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_11_stageii.npz,4.0,0.0,1.0,1565,120.0,13.033333333333333,25
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_12_stageii.npz,4.0,0.0,1.0,933,120.0,7.766666666666667,14
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_13_stageii.npz,4.0,0.0,1.0,1749,120.0,14.566666666666666,28
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_14_stageii.npz,4.0,0.0,1.0,437,120.0,3.6333333333333333,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_15_stageii.npz,4.0,0.0,1.0,465,120.0,3.8666666666666667,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_16_stageii.npz,4.0,0.0,1.0,437,120.0,3.6333333333333333,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_17_stageii.npz,4.0,0.0,1.0,381,120.0,3.1666666666666665,5
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_18_stageii.npz,4.0,0.0,1.0,521,120.0,4.333333333333333,7
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_19_stageii.npz,4.0,0.0,1.0,1137,120.0,9.466666666666667,17
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_1_stageii.npz,4.0,0.0,1.0,433,120.0,3.6,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_20_stageii.npz,4.0,0.0,1.0,773,120.0,6.433333333333334,11
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_21_stageii.npz,4.0,0.0,1.0,561,120.0,4.666666666666667,8
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_2_stageii.npz,4.0,0.0,1.0,321,120.0,2.6666666666666665,4
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_3_stageii.npz,4.0,0.0,1.0,801,120.0,6.666666666666667,12
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_4_stageii.npz,4.0,0.0,1.0,489,120.0,4.066666666666666,7
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_5_stageii.npz,4.0,0.0,1.0,477,120.0,3.966666666666667,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_6_stageii.npz,4.0,0.0,1.0,945,120.0,7.866666666666666,14
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_7_stageii.npz,4.0,0.0,1.0,457,120.0,3.8,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_8_stageii.npz,4.0,0.0,1.0,441,120.0,3.6666666666666665,6
view0__BMLmovi__Subject_81_F_MoSh__Subject_81_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_81_F_MoSh/Subject_81_F_9_stageii.npz,4.0,0.0,1.0,373,120.0,3.1,5
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_10_stageii.npz,4.0,0.0,1.0,713,120.0,5.933333333333334,10
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_11_stageii.npz,4.0,0.0,1.0,453,120.0,3.7666666666666666,6
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_12_stageii.npz,4.0,0.0,1.0,1277,120.0,10.633333333333333,20
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_13_stageii.npz,4.0,0.0,1.0,461,120.0,3.8333333333333335,6
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_14_stageii.npz,4.0,0.0,1.0,501,120.0,4.166666666666667,7
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_15_stageii.npz,4.0,0.0,1.0,405,120.0,3.3666666666666667,5
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_16_stageii.npz,4.0,0.0,1.0,1089,120.0,9.066666666666666,17
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_17_stageii.npz,4.0,0.0,1.0,1029,120.0,8.566666666666666,16
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_18_stageii.npz,4.0,0.0,1.0,1293,120.0,10.766666666666667,20
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_19_stageii.npz,4.0,0.0,1.0,417,120.0,3.466666666666667,5
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_1_stageii.npz,4.0,0.0,1.0,557,120.0,4.633333333333334,8
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_20_stageii.npz,4.0,0.0,1.0,445,120.0,3.7,6
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_21_stageii.npz,4.0,0.0,1.0,509,120.0,4.233333333333333,7
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_2_stageii.npz,4.0,0.0,1.0,549,120.0,4.566666666666666,8
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_3_stageii.npz,4.0,0.0,1.0,481,120.0,4.0,7
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_4_stageii.npz,4.0,0.0,1.0,1473,120.0,12.266666666666667,23
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_5_stageii.npz,4.0,0.0,1.0,513,120.0,4.266666666666667,7
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_6_stageii.npz,4.0,0.0,1.0,525,120.0,4.366666666666666,7
view0__BMLmovi__Subject_82_F_MoSh__Subject_82_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_82_F_MoSh/Subject_82_F_7_stageii.npz,4.0,0.0,1.0,837,120.0,6.966666666666667,12
